ChamadoID,Data_Abertura,Data_Fechamento,UsuarioID,TecnicoID,CategoriaID,Prioridade,Status,Descricao,Tempo_Resolucao_Horas,Dentro_SLA,Reaberto
108751,2025-06-22 10:16:00,2025-06-22 16:33:59.647685841,204,5,2,Média,Fechado,Atualização necessária,6.3,Sim,Não
103058,2025-06-22 10:51:00,2025-06-22 16:21:16.602113858,103,3,8,Baixa,Fechado,Relatório não carrega,5.5,Sim,Não
104309,2025-06-22 11:09:00,2025-06-22 17:46:04.801725814,118,2,1,Média,Fechado,Troca de teclado,6.62,Sim,Não
107125,2025-06-22 12:16:00,2025-06-22 17:17:39.224125840,18,5,2,Média,Fechado,Erro ao abrir aplicativo,5.03,Sim,Não
101737,2025-06-22 12:32:00,,191,2,4,Média,Aberto,Rede lenta,1.0,Sim,Não
100564,2025-06-22 12:54:00,,235,7,3,Média,Em Atendimento,Permissão de pasta,3.23,Sim,Não
100289,2025-06-22 13:28:00,2025-06-22 14:56:05.127111073,229,3,3,Alta,Fechado,Senha bloqueada,1.47,Sim,Não
101806,2025-06-22 14:06:00,2025-06-22 23:49:17.396697248,69,4,2,Média,Fechado,Aplicativo travando,9.72,Sim,Não
101842,2025-06-22 14:12:00,2025-06-23 00:25:55.584222243,81,5,5,Média,Fechado,Toner não reconhecido,10.23,Sim,Não
102327,2025-06-22 15:34:00,,25,6,2,Média,Em Atendimento,Atualização necessária,2.15,Sim,Não
100308,2025-06-22 16:24:00,,241,1,2,Alta,Em Atendimento,Erro ao abrir aplicativo,2.21,Sim,Não
106770,2025-06-22 16:39:00,2025-06-24 07:22:51.086173699,92,2,1,Baixa,Fechado,Computador não liga,38.73,Não,Não
105167,2025-06-22 16:55:00,2025-06-22 20:44:01.613182598,101,5,5,Crítica,Fechado,Configuração de impressora,3.82,Sim,Não
106247,2025-06-22 17:09:00,2025-06-22 19:21:10.487613337,66,5,6,Média,Fechado,E-mail não sincroniza,2.2,Sim,Não
102843,2025-06-22 17:23:00,,209,6,4,Crítica,Em Atendimento,Rede lenta,1.39,Sim,Não
108910,2025-06-23 07:22:00,2025-06-23 12:24:46.781326262,52,8,8,Média,Fechado,Sistema indisponível,5.05,Sim,Não
100259,2025-06-23 08:45:00,2025-06-23 11:47:26.202148929,119,4,2,Baixa,Fechado,Atualização necessária,3.04,Sim,Não
106777,2025-06-23 09:34:00,2025-06-23 11:18:31.486438701,184,8,1,Crítica,Fechado,Computador não liga,1.74,Sim,Não
106396,2025-06-23 12:41:00,2025-06-23 17:49:25.801900875,197,4,1,Alta,Fechado,Computador não liga,5.14,Sim,Não
102462,2025-06-23 16:33:00,,43,4,1,Média,Pendente,Notebook lento,9.97,Sim,Não
102379,2025-06-23 16:57:00,2025-06-23 20:15:58.298791554,93,2,2,Média,Fechado,Instalação de software,3.32,Sim,Não
106826,2025-06-23 18:24:00,,13,8,3,Média,Aberto,Senha bloqueada,2.34,Sim,Não
103553,2025-06-24 07:01:00,2025-06-24 13:17:08.340474540,104,2,2,Média,Fechado,Erro ao abrir aplicativo,6.27,Sim,Não
103559,2025-06-24 07:15:00,,211,1,1,Média,Aberto,Notebook lento,14.97,Sim,Não
100761,2025-06-24 07:21:00,2025-06-24 12:02:15.518931698,225,3,2,Alta,Fechado,Erro ao abrir aplicativo,4.69,Sim,Não
104947,2025-06-24 09:25:00,2025-06-24 19:59:00.920062030,223,5,3,Média,Fechado,Senha bloqueada,10.57,Não,Não
102810,2025-06-24 09:30:00,2025-06-24 22:13:18.454404122,104,3,1,Alta,Fechado,Notebook lento,12.72,Sim,Não
109993,2025-06-24 09:31:00,2025-06-24 14:29:15.880356393,216,7,4,Baixa,Fechado,Rede lenta,4.97,Sim,Não
108969,2025-06-24 10:30:00,,59,6,1,Média,Aberto,Monitor sem imagem,11.97,Sim,Não
109734,2025-06-24 10:49:00,2025-06-24 12:24:28.128031947,54,2,1,Média,Fechado,Computador não liga,1.59,Sim,Não
109268,2025-06-24 10:54:00,2025-06-24 13:19:13.514628813,77,8,3,Alta,Fechado,Senha bloqueada,2.42,Sim,Não
104351,2025-06-24 11:13:00,2025-06-24 14:27:12.333461413,7,7,2,Alta,Fechado,Atualização necessária,3.24,Sim,Não
102891,2025-06-24 12:08:00,,42,5,3,Média,Pendente,Criação de usuário,0.92,Sim,Não
103218,2025-06-24 12:13:00,,234,2,3,Crítica,Em Atendimento,Permissão de pasta,4.73,Sim,Não
101448,2025-06-24 13:01:00,2025-06-24 19:19:10.738795118,168,1,4,Média,Fechado,Rede lenta,6.3,Não,Não
104880,2025-06-24 13:34:00,,150,3,2,Baixa,Pendente,Atualização necessária,11.9,Sim,Não
104415,2025-06-24 13:59:00,2025-06-24 15:38:09.189277585,201,2,3,Média,Fechado,Permissão de pasta,1.65,Sim,Não
109003,2025-06-24 15:40:00,,186,6,1,Alta,Em Atendimento,Troca de teclado,9.18,Sim,Não
109385,2025-06-24 17:13:00,,109,4,5,Média,Em Atendimento,Configuração de impressora,7.7,Sim,Não
106510,2025-06-25 08:52:00,,174,2,3,Baixa,Pendente,Criação de usuário,0.94,Sim,Não
100079,2025-06-25 11:40:00,2025-06-25 20:31:33.387951700,142,4,2,Baixa,Fechado,Erro ao abrir aplicativo,8.86,Sim,Não
107997,2025-06-25 12:33:00,2025-06-25 14:02:25.569364128,115,6,1,Baixa,Fechado,Computador não liga,1.49,Sim,Não
101073,2025-06-25 13:32:00,,32,5,4,Baixa,Em Atendimento,VPN não conecta,4.97,Sim,Não
109496,2025-06-25 13:55:00,2025-06-25 15:43:07.604415298,249,8,7,Baixa,Fechado,Suspeita de phishing,1.8,Sim,Sim
106560,2025-06-25 14:04:00,2025-06-25 19:25:32.738365418,215,7,2,Média,Fechado,Erro ao abrir aplicativo,5.36,Sim,Não
105511,2025-06-25 14:33:00,2025-06-25 16:15:21.257071466,62,8,8,Crítica,Fechado,Relatório não carrega,1.71,Sim,Não
109706,2025-06-25 15:43:00,2025-06-26 02:14:22.639026356,2,5,8,Baixa,Fechado,Problema no cadastro,10.52,Sim,Não
102275,2025-06-25 16:12:00,2025-06-26 01:16:09.796660705,210,6,2,Média,Fechado,Aplicativo travando,9.07,Sim,Não
103384,2025-06-25 16:49:00,2025-06-25 18:19:11.508985475,165,6,2,Média,Fechado,Aplicativo travando,1.5,Sim,Não
107704,2025-06-25 17:07:00,,139,3,8,Média,Pendente,Relatório não carrega,15.36,Não,Não
107559,2025-06-25 17:21:00,2025-06-25 18:02:24.621649108,192,2,3,Média,Fechado,Senha bloqueada,0.69,Sim,Não
108535,2025-06-25 18:37:00,2025-06-26 06:44:30.202003542,249,3,2,Baixa,Fechado,Aplicativo travando,12.13,Não,Não
105020,2025-06-26 07:26:00,2025-06-26 10:55:03.621586884,37,7,7,Baixa,Fechado,Incidente de segurança,3.48,Sim,Não
105777,2025-06-26 09:03:00,,198,7,2,Média,Em Atendimento,Instalação de software,1.07,Sim,Não
100220,2025-06-26 09:08:00,,124,4,2,Média,Em Atendimento,Instalação de software,2.95,Sim,Não
105568,2025-06-26 09:12:00,,202,8,2,Baixa,Em Atendimento,Instalação de software,20.43,Não,Não
107960,2025-06-26 09:27:00,2025-06-26 14:49:40.432277049,154,1,8,Média,Fechado,Sistema indisponível,5.38,Sim,Não
104972,2025-06-26 11:23:00,2025-06-26 15:35:21.633962551,59,2,2,Baixa,Fechado,Erro ao abrir aplicativo,4.21,Sim,Não
102803,2025-06-26 11:59:00,2025-06-26 18:30:15.403638738,72,7,6,Média,Fechado,Problema para enviar e-mail,6.52,Sim,Não
104094,2025-06-26 12:00:00,2025-06-26 22:15:54.681933078,229,5,1,Baixa,Fechado,Troca de teclado,10.27,Sim,Sim
100363,2025-06-26 12:15:00,,146,8,4,Crítica,Pendente,VPN não conecta,1.58,Sim,Não
107534,2025-06-26 12:35:00,2025-06-27 01:53:56.356163553,225,7,1,Baixa,Fechado,Computador não liga,13.32,Sim,Não
103990,2025-06-26 13:09:00,2025-06-26 20:03:18.972813171,247,4,1,Baixa,Fechado,Computador não liga,6.91,Sim,Não
100730,2025-06-26 14:06:00,2025-06-26 15:52:13.920855301,99,6,8,Alta,Fechado,Erro no sistema,1.77,Sim,Não
109711,2025-06-26 15:03:00,2025-06-27 04:09:05.438772097,132,7,1,Alta,Fechado,Monitor sem imagem,13.1,Sim,Não
103499,2025-06-26 16:03:00,2025-06-26 23:20:11.171742187,243,7,6,Baixa,Fechado,Caixa postal cheia,7.29,Sim,Não
107384,2025-06-26 16:06:00,2025-06-26 16:55:38.754993172,214,4,6,Média,Fechado,E-mail não sincroniza,0.83,Sim,Sim
107218,2025-06-26 16:43:00,2025-06-26 20:24:19.197877182,221,7,1,Média,Fechado,Troca de teclado,3.69,Sim,Não
102146,2025-06-26 17:18:00,,163,6,3,Baixa,Pendente,Solicitação de acesso,10.4,Não,Não
106155,2025-06-27 07:09:00,,210,2,1,Média,Aberto,Notebook lento,5.74,Sim,Não
101432,2025-06-27 07:22:00,,94,1,5,Média,Pendente,Fila de impressão travada,9.31,Sim,Não
100775,2025-06-27 07:52:00,2025-06-27 13:24:58.448071611,164,6,6,Baixa,Fechado,Caixa postal cheia,5.55,Sim,Sim
108772,2025-06-27 08:55:00,2025-06-27 10:02:35.941618844,194,7,6,Média,Fechado,Outlook com erro,1.13,Sim,Não
108468,2025-06-27 09:00:00,2025-06-27 10:10:27.328105981,125,4,4,Média,Fechado,Rede lenta,1.17,Sim,Não
102769,2025-06-27 09:38:00,2025-06-27 10:22:07.297009224,29,6,7,Alta,Fechado,Antivírus bloqueando arquivo,0.74,Sim,Não
102133,2025-06-27 09:40:00,,48,5,3,Média,Pendente,Senha bloqueada,1.99,Sim,Não
103695,2025-06-27 09:48:00,2025-06-27 18:24:27.602303940,106,6,5,Alta,Fechado,Toner não reconhecido,8.61,Sim,Não
109531,2025-06-27 11:32:00,,232,6,2,Alta,Em Atendimento,Erro ao abrir aplicativo,2.58,Sim,Não
102192,2025-06-27 11:58:00,2025-06-27 13:56:36.709062495,145,7,4,Média,Fechado,VPN não conecta,1.98,Sim,Não
106501,2025-06-27 12:36:00,2025-06-27 15:30:28.830341397,97,1,2,Baixa,Fechado,Instalação de software,2.91,Sim,Não
107823,2025-06-27 13:01:00,,132,1,8,Alta,Aberto,Problema no cadastro,4.24,Sim,Não
100339,2025-06-27 14:24:00,2025-06-27 15:36:14.434238142,226,3,8,Baixa,Fechado,Erro no sistema,1.2,Sim,Não
104759,2025-06-27 16:22:00,2025-06-28 07:17:21.719108078,91,3,1,Baixa,Fechado,Notebook lento,14.92,Sim,Não
108381,2025-06-27 16:26:00,2025-06-27 20:18:48.535671424,73,8,3,Alta,Fechado,Permissão de pasta,3.88,Sim,Não
105828,2025-06-27 17:22:00,2025-06-27 21:31:43.243837394,113,1,8,Média,Fechado,Relatório não carrega,4.16,Sim,Não
109789,2025-06-27 18:36:00,2025-06-29 04:27:32.815555714,226,7,5,Baixa,Fechado,Toner não reconhecido,33.86,Não,Não
104851,2025-06-28 07:08:00,2025-06-28 15:00:40.033077956,188,2,1,Baixa,Fechado,Monitor sem imagem,7.88,Sim,Não
106175,2025-06-28 07:10:00,2025-06-28 09:58:52.104344569,43,1,6,Média,Fechado,E-mail não sincroniza,2.81,Sim,Não
109802,2025-06-28 08:35:00,,96,1,3,Média,Pendente,Permissão de pasta,1.52,Sim,Não
105403,2025-06-28 09:04:00,2025-06-28 19:05:10.005023272,86,5,1,Baixa,Fechado,Troca de teclado,10.02,Sim,Não
103853,2025-06-28 09:32:00,2025-06-28 14:33:58.753517699,20,8,3,Baixa,Fechado,Criação de usuário,5.03,Sim,Não
102389,2025-06-28 10:01:00,2025-06-28 12:04:20.460351258,197,7,4,Alta,Fechado,Wi-Fi instável,2.06,Sim,Não
108895,2025-06-28 10:18:00,2025-06-28 17:55:21.618814976,237,3,2,Média,Fechado,Erro ao abrir aplicativo,7.62,Sim,Não
103262,2025-06-28 10:36:00,2025-06-28 11:15:06.595628821,56,4,3,Média,Fechado,Criação de usuário,0.65,Sim,Não
106127,2025-06-28 11:28:00,,32,3,6,Média,Em Atendimento,Caixa postal cheia,2.27,Sim,Não
109644,2025-06-28 11:33:00,,244,5,7,Média,Aberto,Suspeita de phishing,1.05,Sim,Não
100637,2025-06-28 12:44:00,,191,2,1,Média,Em Atendimento,Computador não liga,14.46,Sim,Não
105122,2025-06-28 14:40:00,2025-06-28 21:31:54.872686839,167,1,2,Média,Fechado,Erro ao abrir aplicativo,6.87,Sim,Não
106326,2025-06-28 16:12:00,2025-06-28 16:49:00.936871773,36,4,6,Alta,Fechado,E-mail não sincroniza,0.62,Sim,Não
105196,2025-06-28 16:45:00,2025-06-28 23:23:01.446138466,4,8,1,Média,Fechado,Troca de teclado,6.63,Sim,Não
107838,2025-06-28 17:26:00,2025-06-29 04:26:05.308476598,31,5,1,Média,Fechado,Notebook lento,11.0,Sim,Não
100724,2025-06-28 18:24:00,,43,3,6,Baixa,Em Atendimento,Outlook com erro,1.2,Sim,Não
104924,2025-06-28 18:36:00,2025-06-29 13:25:43.455363103,233,8,1,Baixa,Fechado,Monitor sem imagem,18.83,Sim,Sim
106222,2025-06-29 07:25:00,2025-06-29 07:53:40.318701430,172,4,3,Baixa,Fechado,Permissão de pasta,0.48,Sim,Não
100727,2025-06-29 07:31:00,2025-06-29 13:24:22.526074510,176,2,2,Alta,Fechado,Atualização necessária,5.89,Sim,Não
101684,2025-06-29 08:46:00,2025-06-29 16:36:03.122549275,36,2,8,Média,Fechado,Problema no cadastro,7.83,Sim,Sim
107231,2025-06-29 09:40:00,2025-06-29 12:09:13.096078404,176,4,2,Alta,Fechado,Erro ao abrir aplicativo,2.49,Sim,Não
109346,2025-06-29 09:52:00,,99,2,8,Crítica,Pendente,Sistema indisponível,1.66,Sim,Não
104037,2025-06-29 10:36:00,2025-06-29 11:37:20.586724629,84,2,3,Baixa,Fechado,Criação de usuário,1.02,Sim,Não
104180,2025-06-29 10:38:00,,227,4,2,Baixa,Em Atendimento,Atualização necessária,0.68,Sim,Não
105755,2025-06-29 11:22:00,,197,6,8,Média,Pendente,Relatório não carrega,4.9,Sim,Não
109266,2025-06-29 11:30:00,,98,8,6,Baixa,Pendente,Caixa postal cheia,3.91,Sim,Não
100160,2025-06-29 11:59:00,2025-06-30 01:56:41.294078992,234,4,1,Média,Fechado,Notebook lento,13.96,Sim,Não
109459,2025-06-29 13:37:00,2025-06-29 17:08:43.925410362,100,3,7,Baixa,Fechado,Alerta de segurança,3.53,Sim,Não
108188,2025-06-29 13:44:00,2025-06-29 17:11:55.183384828,222,8,1,Baixa,Fechado,Monitor sem imagem,3.47,Sim,Não
105751,2025-06-29 16:05:00,2025-06-29 18:01:39.141571394,162,7,4,Média,Fechado,VPN não conecta,1.94,Sim,Não
105641,2025-06-29 17:30:00,2025-06-29 19:01:01.886913659,70,1,4,Baixa,Fechado,Sem internet,1.52,Sim,Não
105475,2025-06-29 18:54:00,2025-06-30 07:21:40.362917320,184,3,5,Alta,Fechado,Configuração de impressora,12.46,Sim,Não
104419,2025-06-29 18:59:00,2025-06-29 21:20:58.494870172,147,6,3,Média,Fechado,Criação de usuário,2.37,Sim,Não
105872,2025-06-30 07:53:00,2025-06-30 09:12:39.799233141,111,3,2,Baixa,Fechado,Instalação de software,1.33,Sim,Não
103928,2025-06-30 08:07:00,,158,7,5,Baixa,Aberto,Configuração de impressora,8.1,Sim,Não
104731,2025-06-30 08:22:00,2025-06-30 11:44:03.120668680,21,8,3,Baixa,Fechado,Solicitação de acesso,3.37,Sim,Não
106303,2025-06-30 09:41:00,2025-06-30 10:38:55.510356798,52,1,2,Alta,Fechado,Atualização necessária,0.97,Sim,Não
108414,2025-06-30 10:46:00,2025-06-30 12:12:36.066784660,243,5,7,Baixa,Fechado,Alerta de segurança,1.44,Sim,Não
103132,2025-06-30 11:43:00,2025-06-30 13:11:36.299459308,63,7,8,Alta,Fechado,Relatório não carrega,1.48,Sim,Não
107317,2025-06-30 12:29:00,,235,7,2,Baixa,Em Atendimento,Aplicativo travando,1.17,Sim,Não
104501,2025-06-30 13:35:00,2025-06-30 14:29:31.659646237,10,7,6,Média,Fechado,E-mail não sincroniza,0.91,Sim,Não
109601,2025-06-30 13:43:00,2025-06-30 16:44:52.702763588,30,4,7,Baixa,Fechado,Suspeita de phishing,3.03,Sim,Não
107396,2025-06-30 14:12:00,,244,4,1,Média,Em Atendimento,Notebook lento,0.89,Sim,Não
100058,2025-06-30 14:40:00,,166,6,5,Baixa,Aberto,Impressora não imprime,7.14,Sim,Não
109378,2025-06-30 14:50:00,,125,5,1,Baixa,Aberto,Computador não liga,9.51,Sim,Não
103847,2025-06-30 15:21:00,,129,8,8,Baixa,Em Atendimento,Erro no sistema,0.59,Sim,Não
109857,2025-06-30 16:37:00,2025-06-30 21:48:24.461315372,140,1,1,Média,Fechado,Monitor sem imagem,5.19,Sim,Não
106539,2025-06-30 17:08:00,2025-07-01 03:40:10.289708768,141,4,8,Média,Fechado,Problema no cadastro,10.54,Sim,Não
103137,2025-06-30 17:30:00,2025-07-01 00:13:22.556462642,4,6,3,Baixa,Fechado,Solicitação de acesso,6.72,Sim,Não
104476,2025-06-30 18:24:00,2025-06-30 19:58:50.777745859,159,4,4,Alta,Fechado,VPN não conecta,1.58,Sim,Sim
106535,2025-06-30 18:50:00,2025-06-30 21:16:24.571797021,190,7,2,Média,Fechado,Atualização necessária,2.44,Sim,Não
105800,2025-07-01 07:16:00,2025-07-01 15:29:38.796450776,116,2,8,Baixa,Fechado,Sistema indisponível,8.23,Sim,Não
102099,2025-07-01 07:38:00,2025-07-01 10:37:31.441247185,106,1,7,Média,Fechado,Suspeita de phishing,2.99,Sim,Não
106977,2025-07-01 08:38:00,2025-07-01 09:09:42.079407103,92,1,7,Média,Fechado,Antivírus bloqueando arquivo,0.53,Sim,Não
100725,2025-07-01 09:26:00,2025-07-01 11:26:07.160366278,212,3,4,Alta,Fechado,Rede lenta,2.0,Sim,Não
105885,2025-07-01 09:32:00,2025-07-01 17:28:32.427766266,153,4,3,Baixa,Fechado,Solicitação de acesso,7.94,Sim,Sim
100799,2025-07-01 09:53:00,,69,7,2,Baixa,Aberto,Instalação de software,1.81,Sim,Não
105055,2025-07-01 10:32:00,,198,1,2,Média,Aberto,Atualização necessária,2.65,Sim,Não
104514,2025-07-01 10:47:00,2025-07-01 21:06:57.667909965,229,7,3,Média,Fechado,Solicitação de acesso,10.33,Não,Não
109506,2025-07-01 11:13:00,2025-07-01 14:37:13.344784304,130,2,8,Baixa,Fechado,Erro no sistema,3.4,Sim,Não
105344,2025-07-01 11:28:00,2025-07-01 17:57:13.744359812,65,3,2,Baixa,Fechado,Instalação de software,6.49,Sim,Não
100282,2025-07-01 12:00:00,2025-07-01 13:21:32.643782874,217,8,7,Média,Fechado,Incidente de segurança,1.36,Sim,Não
106957,2025-07-01 14:59:00,,222,1,2,Baixa,Pendente,Atualização necessária,4.01,Sim,Não
106325,2025-07-01 15:47:00,,53,3,8,Alta,Aberto,Problema no cadastro,4.23,Sim,Não
103740,2025-07-01 16:08:00,2025-07-01 18:08:47.750224514,175,6,3,Média,Fechado,Senha bloqueada,2.01,Sim,Não
103807,2025-07-01 16:13:00,,78,8,5,Média,Em Atendimento,Impressora não imprime,5.67,Sim,Não
100702,2025-07-01 16:25:00,2025-07-03 00:14:40.875031196,125,1,5,Alta,Fechado,Fila de impressão travada,31.83,Não,Não
102084,2025-07-01 17:19:00,,30,1,3,Baixa,Aberto,Solicitação de acesso,4.42,Sim,Não
107336,2025-07-01 18:09:00,2025-07-02 02:41:08.816946979,223,7,1,Média,Fechado,Computador não liga,8.54,Sim,Sim
102877,2025-07-01 18:23:00,,228,3,6,Média,Pendente,Caixa postal cheia,7.38,Sim,Não
105151,2025-07-02 07:39:00,2025-07-02 11:42:40.461084115,239,4,1,Média,Fechado,Monitor sem imagem,4.06,Sim,Não
100963,2025-07-02 08:03:00,2025-07-02 09:27:38.366868132,78,3,7,Baixa,Fechado,Incidente de segurança,1.41,Sim,Não
102436,2025-07-02 09:07:00,,97,3,2,Baixa,Em Atendimento,Erro ao abrir aplicativo,7.03,Sim,Não
101908,2025-07-02 09:32:00,2025-07-02 10:52:35.501778585,36,8,1,Alta,Fechado,Notebook lento,1.34,Sim,Não
103220,2025-07-02 10:19:00,2025-07-02 11:07:32.619530462,204,8,6,Baixa,Fechado,Caixa postal cheia,0.81,Sim,Não
102041,2025-07-02 10:25:00,2025-07-02 15:51:06.209117790,126,5,2,Alta,Fechado,Atualização necessária,5.44,Sim,Não
102043,2025-07-02 10:26:00,,194,6,5,Baixa,Pendente,Toner não reconhecido,6.11,Sim,Não
105126,2025-07-02 10:37:00,2025-07-02 11:39:29.392313254,132,8,4,Baixa,Fechado,Wi-Fi instável,1.04,Sim,Não
108092,2025-07-02 11:29:00,,157,3,6,Média,Em Atendimento,Problema para enviar e-mail,0.77,Sim,Não
108494,2025-07-02 12:12:00,2025-07-02 16:10:17.846076561,10,2,8,Média,Fechado,Problema no cadastro,3.97,Sim,Não
102757,2025-07-02 12:23:00,2025-07-02 15:03:04.735339388,200,7,4,Baixa,Fechado,Sem internet,2.67,Sim,Não
100440,2025-07-02 15:13:00,2025-07-02 17:56:54.685183321,200,5,8,Baixa,Fechado,Sistema indisponível,2.73,Sim,Não
107155,2025-07-02 15:27:00,2025-07-04 03:26:32.309153962,86,7,5,Baixa,Fechado,Impressora não imprime,35.99,Não,Não
108876,2025-07-02 16:40:00,,208,6,2,Baixa,Em Atendimento,Erro ao abrir aplicativo,3.76,Sim,Não
105626,2025-07-02 16:58:00,2025-07-03 01:37:09.241270272,13,3,6,Baixa,Fechado,Caixa postal cheia,8.65,Não,Não
104151,2025-07-02 18:10:00,,17,2,2,Baixa,Em Atendimento,Instalação de software,6.83,Sim,Não
101791,2025-07-02 18:28:00,2025-07-02 21:17:07.507632882,133,6,8,Média,Fechado,Erro no sistema,2.82,Sim,Não
101812,2025-07-02 18:30:00,2025-07-02 20:11:17.972922768,66,1,6,Média,Fechado,Problema para enviar e-mail,1.69,Sim,Não
109511,2025-07-03 07:39:00,,44,7,2,Média,Pendente,Instalação de software,1.22,Sim,Não
105193,2025-07-03 08:20:00,2025-07-03 18:04:40.824931599,108,8,2,Média,Fechado,Aplicativo travando,9.74,Sim,Não
101429,2025-07-03 09:04:00,,35,8,1,Crítica,Em Atendimento,Troca de teclado,10.28,Sim,Não
106047,2025-07-03 09:06:00,,30,8,4,Baixa,Em Atendimento,Rede lenta,1.1,Sim,Não
103929,2025-07-03 09:22:00,2025-07-03 13:03:10.220394775,215,3,6,Baixa,Fechado,Problema para enviar e-mail,3.69,Sim,Não
108684,2025-07-03 11:05:00,2025-07-03 15:00:05.135640308,232,8,1,Crítica,Fechado,Monitor sem imagem,3.92,Sim,Não
109473,2025-07-03 11:18:00,2025-07-04 02:33:03.013940898,247,1,1,Média,Fechado,Computador não liga,15.25,Sim,Não
107577,2025-07-03 12:40:00,,65,2,1,Média,Em Atendimento,Notebook lento,19.34,Sim,Não
102736,2025-07-03 13:48:00,2025-07-03 21:41:22.789367188,48,8,2,Alta,Fechado,Aplicativo travando,7.89,Sim,Não
100428,2025-07-03 15:27:00,2025-07-04 16:05:28.753987563,105,5,5,Alta,Fechado,Fila de impressão travada,24.64,Não,Não
108515,2025-07-03 15:56:00,2025-07-03 21:06:49.704007324,179,6,3,Média,Fechado,Senha bloqueada,5.18,Sim,Não
102637,2025-07-03 16:16:00,2025-07-03 17:11:12.262603580,115,8,7,Média,Fechado,Alerta de segurança,0.92,Sim,Não
104085,2025-07-03 16:34:00,,65,3,6,Média,Em Atendimento,Outlook com erro,2.64,Sim,Não
104117,2025-07-03 17:16:00,,153,7,5,Baixa,Aberto,Impressora não imprime,13.84,Sim,Não
103829,2025-07-03 17:18:00,,218,1,3,Média,Pendente,Solicitação de acesso,6.97,Sim,Não
106253,2025-07-03 17:38:00,2025-07-03 19:00:22.737947538,72,6,3,Média,Fechado,Permissão de pasta,1.37,Sim,Não
109819,2025-07-04 07:16:00,2025-07-04 13:00:36.656980843,234,7,8,Alta,Fechado,Sistema indisponível,5.74,Sim,Não
101426,2025-07-04 09:42:00,,48,8,6,Média,Aberto,Problema para enviar e-mail,4.76,Sim,Não
103984,2025-07-04 10:17:00,2025-07-05 02:11:00.339403118,217,6,1,Média,Fechado,Troca de teclado,15.9,Sim,Não
103160,2025-07-04 11:36:00,2025-07-04 14:56:08.526395662,158,7,4,Alta,Fechado,VPN não conecta,3.34,Sim,Não
103461,2025-07-04 12:12:00,2025-07-04 15:43:49.914129590,188,4,1,Média,Fechado,Notebook lento,3.53,Sim,Não
103617,2025-07-04 14:39:00,2025-07-04 17:29:04.035245366,233,4,2,Alta,Fechado,Aplicativo travando,2.83,Sim,Não
104844,2025-07-04 16:38:00,,199,5,1,Média,Pendente,Monitor sem imagem,1.16,Sim,Não
104530,2025-07-04 16:44:00,2025-07-04 18:56:09.244993078,17,3,1,Média,Fechado,Notebook lento,2.2,Sim,Não
105452,2025-07-04 18:06:00,2025-07-04 21:04:02.808653037,159,8,8,Alta,Fechado,Problema no cadastro,2.97,Sim,Não
101964,2025-07-05 08:27:00,2025-07-05 13:35:44.183789754,132,2,1,Baixa,Fechado,Notebook lento,5.15,Sim,Não
109682,2025-07-05 08:28:00,2025-07-05 16:29:52.107679534,35,8,6,Baixa,Fechado,E-mail não sincroniza,8.03,Não,Não
101343,2025-07-05 08:41:00,,163,4,6,Alta,Em Atendimento,Outlook com erro,2.25,Sim,Não
107892,2025-07-05 09:31:00,2025-07-05 17:29:52.025721027,108,1,1,Baixa,Fechado,Monitor sem imagem,7.98,Sim,Sim
106744,2025-07-05 09:40:00,2025-07-05 11:48:00.133228734,47,4,4,Média,Fechado,Sem internet,2.13,Sim,Não
106906,2025-07-05 10:01:00,2025-07-05 11:31:13.475660615,53,8,4,Baixa,Fechado,Wi-Fi instável,1.5,Sim,Não
108216,2025-07-05 10:30:00,,188,2,2,Baixa,Aberto,Instalação de software,1.68,Sim,Não
107548,2025-07-05 10:31:00,,15,8,5,Baixa,Pendente,Toner não reconhecido,32.25,Não,Não
104827,2025-07-05 10:35:00,2025-07-06 09:25:07.135722769,48,8,1,Baixa,Fechado,Notebook lento,22.84,Sim,Não
105780,2025-07-05 12:33:00,2025-07-05 17:32:52.074701768,240,1,1,Média,Fechado,Monitor sem imagem,5.0,Sim,Não
106724,2025-07-05 12:34:00,2025-07-05 17:26:54.106727797,74,7,8,Baixa,Fechado,Relatório não carrega,4.88,Sim,Não
108520,2025-07-05 14:04:00,,126,1,2,Média,Aberto,Atualização necessária,1.36,Sim,Não
100245,2025-07-05 14:36:00,2025-07-05 14:57:38.341692468,168,5,8,Média,Fechado,Problema no cadastro,0.36,Sim,Não
104106,2025-07-05 15:44:00,,15,6,2,Média,Pendente,Instalação de software,5.23,Sim,Não
106969,2025-07-06 07:21:00,2025-07-06 12:44:53.868585195,228,8,2,Média,Fechado,Atualização necessária,5.4,Sim,Sim
104389,2025-07-06 07:22:00,2025-07-06 17:27:22.116920028,202,2,1,Baixa,Fechado,Computador não liga,10.09,Sim,Não
108120,2025-07-06 07:30:00,2025-07-06 09:45:10.579875937,9,1,3,Alta,Fechado,Criação de usuário,2.25,Sim,Não
103036,2025-07-06 09:56:00,,38,6,6,Baixa,Em Atendimento,Outlook com erro,5.48,Sim,Não
108296,2025-07-06 10:24:00,,204,8,8,Baixa,Aberto,Erro no sistema,3.63,Sim,Não
109368,2025-07-06 12:09:00,2025-07-06 13:55:00.442072084,236,3,4,Média,Fechado,Sem internet,1.77,Sim,Não
107643,2025-07-06 12:25:00,,109,4,6,Média,Pendente,Caixa postal cheia,1.03,Sim,Não
